game_id,game_date,team_abbreviation_home,team_abbreviation_away,wl_home
24600001,1946-11-01,HUS,NYK,L
24600003,1946-11-02,BOM,PIT,W
24600002,1946-11-02,PRO,BOS,W
24600004,1946-11-02,CHS,NYK,W
24600005,1946-11-02,DEF,WAS,L
24600006,1946-11-03,CLR,HUS,W
24600007,1946-11-04,PIT,WAS,L
24600008,1946-11-05,BOS,CHS,L
24600009,1946-11-05,DEF,BOM,L
24600011,1946-11-07,PRO,CHS,W
24600012,1946-11-07,BOM,NYK,L
24600010,1946-11-07,PHW,PIT,W
24600013,1946-11-08,HUS,DEF,W
24600014,1946-11-09,BOM,WAS,W
24600015,1946-11-09,PRO,PIT,W
24600016,1946-11-09,CHS,HUS,W
24600017,1946-11-09,DEF,BOS,W
24600018,1946-11-10,CLR,WAS,W
24600020,1946-11-11,NYK,CHS,L
24600019,1946-11-11,PIT,PRO,W
24600022,1946-11-13,CHS,BOS,W
24600021,1946-11-13,DEF,PRO,L
24600024,1946-11-14,BOM,BOS,W
24600023,1946-11-14,PHW,WAS,W
24600025,1946-11-15,HUS,PRO,W
24600027,1946-11-16,CHS,WAS,L
24600029,1946-11-16,PRO,DEF,L
24600030,1946-11-16,BOS,HUS,W
24600026,1946-11-16,BOM,CLR,W
24600028,1946-11-16,NYK,PIT,W
24600031,1946-11-17,CLR,CHS,L
24600032,1946-11-18,NYK,DEF,W
24600033,1946-11-18,PIT,HUS,W
24600034,1946-11-19,HUS,CLR,L
24600035,1946-11-19,PHW,BOM,L
24600038,1946-11-20,WAS,BOM,W
24600037,1946-11-20,DEF,PIT,L
24600036,1946-11-20,NYK,CHS,W
24600041,1946-11-21,BOS,BOM,L
24600039,1946-11-21,PHW,CHS,L
24600040,1946-11-21,PRO,WAS,L
24600042,1946-11-22,HUS,BOS,W
24600046,1946-11-23,DEF,BOS,W
24600045,1946-11-23,WAS,HUS,W
24600043,1946-11-23,NYK,CLR,W
24600044,1946-11-23,PRO,BOM,L
24600048,1946-11-24,CHS,DEF,L
24600047,1946-11-24,CLR,PIT,W
24600049,1946-11-25,BOS,PRO,L
24600050,1946-11-25,PIT,NYK,L
24600053,1946-11-26,DEF,CLR,W
24600052,1946-11-26,PHW,BOS,W
24600051,1946-11-26,HUS,WAS,L
24600054,1946-11-27,WAS,CHS,W
24600055,1946-11-27,PIT,CLR,W
24600056,1946-11-27,NYK,BOM,W
24600057,1946-11-28,CHS,BOM,L
24600058,1946-11-28,PRO,NYK,L
24600059,1946-11-28,BOS,PIT,W
24600060,1946-11-28,PHW,DEF,L
24600061,1946-11-29,HUS,CLR,L
24600064,1946-11-30,BOM,DEF,W
24600063,1946-11-30,NYK,PHW,W
24600065,1946-11-30,WAS,PIT,W
24600062,1946-11-30,PRO,HUS,W
24600066,1946-12-01,CHS,BOS,W
24600067,1946-12-01,CLR,DEF,W
24600068,1946-12-02,PIT,BOS,L
24600069,1946-12-03,PHW,PRO,W
24600070,1946-12-04,WAS,PRO,W
24600071,1946-12-04,NYK,DEF,W
24600072,1946-12-04,PIT,CHS,L
24600075,1946-12-05,BOM,PIT,W
24600074,1946-12-05,BOS,DEF,L
24600073,1946-12-05,CHS,HUS,L
24600076,1946-12-05,PHW,NYK,W
24600077,1946-12-07,CHS,CLR,W
24600080,1946-12-07,PRO,HUS,L
24600081,1946-12-07,BOM,PHW,L
24600078,1946-12-07,BOS,NYK,L
24600079,1946-12-07,WAS,DEF,W
24600083,1946-12-08,NYK,BOS,W
24600082,1946-12-08,CLR,PHW,W
24600084,1946-12-09,PIT,DEF,L
24600086,1946-12-10,CLR,BOM,L
24600085,1946-12-10,HUS,PHW,L
24600088,1946-12-11,NYK,PRO,W
24600087,1946-12-11,CHS,CLR,W
24600089,1946-12-11,WAS,DEF,W
24600091,1946-12-12,BOS,DEF,W
24600092,1946-12-12,PHW,WAS,L
24600090,1946-12-12,BOM,CHS,L
24600093,1946-12-13,HUS,PIT,L
24600096,1946-12-14,WAS,CLR,W
24600094,1946-12-14,PRO,DEF,W
24600095,1946-12-14,BOS,PHW,W
24600099,1946-12-15,BOM,HUS,L
24600098,1946-12-15,CLR,NYK,W
24600097,1946-12-15,CHS,PIT,W
24600100,1946-12-16,PIT,BOM,L
24600101,1946-12-17,CLR,HUS,W
24600102,1946-12-17,PHW,DEF,W
24600103,1946-12-18,NYK,CLR,L
24600104,1946-12-18,WAS,BOM,W
24600107,1946-12-19,PHW,CLR,W
24600106,1946-12-19,BOS,BOM,L
24600105,1946-12-19,PRO,CHS,W
24600108,1946-12-20,HUS,NYK,W
24600109,1946-12-21,PRO,NYK,W
24600110,1946-12-21,WAS,PHW,W
24600111,1946-12-22,CHS,DEF,W
24600112,1946-12-22,CLR,PIT,L
24600113,1946-12-22,BOM,BOS,W
24600114,1946-12-23,PIT,BOS,W
24600115,1946-12-26,PRO,WAS,L
24600116,1946-12-26,BOM,DEF,W
24600117,1946-12-26,PHW,PIT,W
24600118,1946-12-27,HUS,CHS,L
24600119,1946-12-27,BOS,PHW,L
24600121,1946-12-28,WAS,NYK,W
24600120,1946-12-28,PRO,BOS,W
24600124,1946-12-29,DEF,HUS,L
24600123,1946-12-29,BOM,PHW,W
24600122,1946-12-29,CLR,CHS,L
24600125,1946-12-30,PIT,PHW,L
24600126,1946-12-30,BOS,WAS,L
24600128,1946-12-31,CLR,BOM,L
24600127,1946-12-31,HUS,CHS,W
24600131,1947-01-01,PIT,CLR,L
24600130,1947-01-01,DEF,WAS,W
24600129,1947-01-01,CHS,BOM,L
24600132,1947-01-02,PHW,PRO,W
24600133,1947-01-02,BOM,WAS,W
24600134,1947-01-03,HUS,BOS,L
24600137,1947-01-04,DEF,NYK,L
24600136,1947-01-04,WAS,CLR,W
24600135,1947-01-04,PRO,PHW,W
24600138,1947-01-05,BOM,NYK,L
24600141,1947-01-06,PIT,WAS,L
24600140,1947-01-06,BOS,CLR,L
24600139,1947-01-06,HUS,DEF,W
24600143,1947-01-08,WAS,PRO,W
24600144,1947-01-08,PIT,PHW,W
24600145,1947-01-08,NYK,HUS,L
24600142,1947-01-08,DEF,CHS,L
24600148,1947-01-09,PHW,HUS,W
24600147,1947-01-09,PRO,CLR,W
24600146,1947-01-09,BOM,CHS,W
24600149,1947-01-10,BOS,NYK,W
24600150,1947-01-11,PRO,BOS,L
24600151,1947-01-11,WAS,HUS,W
24600152,1947-01-11,DEF,PHW,W
24600153,1947-01-12,CHS,PHW,W
24600154,1947-01-12,BOM,PIT,W
24600155,1947-01-13,PIT,NYK,L
24600157,1947-01-14,HUS,PHW,L
24600156,1947-01-14,CLR,PRO,L
24600158,1947-01-15,NYK,WAS,L
24600159,1947-01-15,DEF,CHS,W
24600160,1947-01-15,PIT,PRO,W
24600161,1947-01-16,PHW,CHS,L
24600162,1947-01-16,BOM,CLR,L
24600163,1947-01-16,BOS,WAS,W
24600164,1947-01-17,HUS,DEF,L
24600165,1947-01-18,WAS,CHS,W
24600166,1947-01-18,NYK,BOS,L
24600168,1947-01-19,BOM,PRO,W
24600167,1947-01-19,CLR,NYK,W
24600170,1947-01-20,BOS,CHS,L
24600169,1947-01-20,PIT,DEF,W
24600171,1947-01-21,HUS,BOM,W
24600172,1947-01-21,PHW,BOS,W
24600175,1947-01-22,DEF,CLR,L
24600174,1947-01-22,WAS,PHW,W
24600173,1947-01-22,NYK,CHS,W
24600176,1947-01-23,PHW,CLR,W
24600178,1947-01-23,BOS,PIT,W
24600177,1947-01-23,CHS,PRO,W
24600179,1947-01-24,HUS,PRO,L
24600182,1947-01-25,NYK,BOS,L
24600180,1947-01-25,WAS,PIT,W
24600181,1947-01-25,DEF,PHW,L
24600184,1947-01-26,CHS,PHW,W
24600183,1947-01-26,BOM,DEF,W
24600185,1947-01-27,HUS,CLR,L
24600186,1947-01-27,PIT,PRO,W
24600187,1947-01-27,BOS,WAS,L
24600188,1947-01-28,CLR,HUS,W
24600191,1947-01-29,WAS,BOS,W
24600189,1947-01-29,DEF,PRO,L
24600190,1947-01-29,NYK,PIT,W
24600194,1947-01-30,BOS,PIT,W
24600192,1947-01-30,BOM,PRO,L
24600193,1947-01-30,PHW,NYK,W
24600195,1947-01-31,HUS,WAS,W
24600197,1947-02-01,NYK,PHW,L
24600198,1947-02-01,BOM,CLR,W
24600196,1947-02-01,PRO,PIT,W
24600201,1947-02-02,DEF,NYK,W
24600200,1947-02-02,CHS,HUS,W
24600199,1947-02-02,CLR,WAS,L
24600202,1947-02-03,PIT,BOM,W
24600203,1947-02-03,PHW,BOS,W
24600204,1947-02-04,PHW,PRO,W
24600207,1947-02-05,NYK,BOM,L
24600206,1947-02-05,DEF,WAS,L
24600205,1947-02-05,PIT,HUS,L
24600209,1947-02-06,PRO,BOM,L
24600210,1947-02-06,PHW,HUS,W
24600211,1947-02-06,BOS,NYK,W
24600208,1947-02-06,CHS,PIT,W
24600213,1947-02-08,DEF,PIT,W
24600214,1947-02-08,PRO,PHW,W
24600212,1947-02-08,BOM,WAS,L
24600215,1947-02-08,NYK,HUS,W
24600217,1947-02-09,CHS,WAS,W
24600216,1947-02-09,CLR,DEF,L
24600218,1947-02-10,PIT,WAS,W
24600220,1947-02-11,PHW,BOM,W
24600219,1947-02-11,CLR,PRO,W
24600223,1947-02-12,DEF,PRO,W
24600222,1947-02-12,NYK,WAS,W
24600221,1947-02-12,PIT,CHS,L
24600226,1947-02-13,PHW,CLR,W
24600225,1947-02-13,BOS,BOM,W
24600224,1947-02-13,CHS,PRO,W
24600227,1947-02-14,HUS,PIT,W
24600230,1947-02-15,WAS,PHW,W
24600228,1947-02-15,NYK,CLR,L
24600229,1947-02-15,PRO,PIT,W
24600234,1947-02-16,DEF,NYK,L
24600232,1947-02-16,CLR,PHW,W
24600233,1947-02-16,BOM,HUS,W
24600231,1947-02-16,CHS,BOS,W
24600235,1947-02-17,PIT,DEF,W
24600236,1947-02-18,CLR,BOS,W
24600237,1947-02-18,HUS,BOM,W
24600240,1947-02-19,DEF,BOS,L
24600239,1947-02-19,WAS,HUS,W
24600238,1947-02-19,NYK,PRO,L
24600242,1947-02-20,PRO,WAS,L
24600243,1947-02-20,PHW,PIT,W
24600241,1947-02-20,CHS,DEF,L
24600245,1947-02-21,BOM,CHS,W
24600244,1947-02-21,HUS,BOS,W
24600246,1947-02-21,NYK,PIT,W
24600248,1947-02-22,WAS,PIT,W
24600247,1947-02-22,PRO,CLR,W
24600249,1947-02-23,CLR,WAS,L
24600252,1947-02-23,BOS,PRO,L
24600253,1947-02-23,DEF,HUS,W
24600250,1947-02-23,CHS,NYK,W
24600251,1947-02-23,BOM,PHW,W
24600254,1947-02-24,PIT,PHW,L
24600255,1947-02-24,WAS,BOS,W
24600256,1947-02-25,CLR,BOM,L
24600257,1947-02-25,HUS,PRO,W
24600259,1947-02-26,PHW,BOM,W
24600261,1947-02-26,PIT,CLR,L
24600260,1947-02-26,NYK,WAS,L
24600258,1947-02-26,DEF,CHS,L
24600262,1947-02-27,PRO,NYK,L
24600263,1947-02-28,HUS,PHW,W
24600264,1947-02-28,BOS,CLR,W
24600267,1947-03-01,NYK,HUS,W
24600265,1947-03-01,PRO,DEF,W
24600266,1947-03-01,WAS,BOS,W
24600268,1947-03-02,CHS,BOM,W
24600269,1947-03-02,CLR,PHW,W
24600270,1947-03-03,BOM,PRO,W
24600272,1947-03-03,PHW,HUS,W
24600271,1947-03-03,PIT,CHS,L
24600273,1947-03-04,CLR,PRO,W
24600274,1947-03-05,WAS,DEF,W
24600275,1947-03-05,PIT,HUS,L
24600276,1947-03-06,CHS,PIT,W
24600278,1947-03-06,PHW,NYK,L
24600277,1947-03-06,BOS,DEF,W
24600279,1947-03-07,HUS,WAS,L
24600280,1947-03-08,CHS,PRO,W
24600283,1947-03-08,NYK,DEF,W
24600282,1947-03-08,BOS,HUS,W
24600281,1947-03-08,WAS,BOM,W
24600284,1947-03-09,CLR,CHS,L
24600285,1947-03-10,BOS,PRO,L
24600287,1947-03-11,CLR,PIT,W
24600288,1947-03-11,HUS,BOM,W
24600286,1947-03-11,PHW,WAS,L
24600290,1947-03-12,BOS,HUS,W
24600289,1947-03-12,DEF,CLR,L
24600292,1947-03-13,CHS,WAS,L
24600293,1947-03-13,PRO,HUS,W
24600294,1947-03-13,PHW,BOS,W
24600291,1947-03-13,NYK,BOM,W
24600295,1947-03-14,CHS,PHW,W
24600296,1947-03-14,WAS,NYK,W
24600297,1947-03-14,PRO,BOM,W
24600298,1947-03-16,CLR,NYK,L
24600299,1947-03-16,DEF,PHW,L
24600302,1947-03-18,BOS,CLR,L
24600300,1947-03-18,HUS,PIT,L
24600301,1947-03-18,DEF,BOM,L
24600303,1947-03-19,WAS,PRO,W
24600305,1947-03-19,PIT,BOM,L
24600304,1947-03-19,CHS,NYK,L
24600307,1947-03-20,PRO,CLR,W
24600306,1947-03-20,PHW,DEF,W
24600308,1947-03-20,BOM,NYK,W
24600309,1947-03-21,HUS,CHS,L
24600310,1947-03-22,PRO,PHW,L
24600313,1947-03-22,CHS,CLR,L
24600312,1947-03-22,WAS,NYK,L
24600311,1947-03-22,DEF,PIT,W
24600314,1947-03-23,CLR,DEF,W
24600315,1947-03-23,BOM,HUS,W
24600316,1947-03-24,BOS,CHS,L
24600317,1947-03-24,PIT,NYK,L
24600318,1947-03-25,CLR,BOS,W
24600319,1947-03-26,NYK,PRO,W
24600320,1947-03-26,WAS,CHS,W
24600321,1947-03-26,DEF,BOM,L
24600322,1947-03-26,PIT,BOS,L
24600323,1947-03-27,PHW,CHS,W
24600324,1947-03-28,HUS,NYK,W
24600328,1947-03-29,BOM,BOS,W
24600327,1947-03-29,DEF,HUS,W
24600326,1947-03-29,WAS,CLR,W
24600325,1947-03-29,PRO,CHS,W
24600329,1947-03-30,PHW,NYK,W
24600330,1947-03-30,CLR,BOS,L
24600331,1947-03-31,CHS,BOM,W
44601021,1947-04-02,CLR,NYK,W
44600221,1947-04-02,WAS,CHS,L
44601011,1947-04-02,PHW,BOM,W
44600222,1947-04-03,WAS,CHS,L
44601012,1947-04-05,BOM,PHW,W
44601022,1947-04-05,NYK,CLR,W
44601013,1947-04-06,BOM,PHW,L
44600223,1947-04-08,CHS,WAS,W
44601023,1947-04-09,NYK,CLR,W
44600224,1947-04-10,WAS,CHS,W
44600211,1947-04-12,PHW,NYK,W
44600225,1947-04-12,CHS,WAS,L
44600226,1947-04-13,CHS,WAS,W
44600212,1947-04-14,NYK,PHW,L
44600411,1947-04-16,PHW,CHS,W
44600412,1947-04-17,PHW,CHS,W
44600413,1947-04-19,CHS,PHW,L
44600414,1947-04-20,CHS,PHW,W
44600415,1947-04-22,PHW,CHS,W
24700001,1947-11-12,WAS,BAL,W
24700003,1947-11-13,CHS,BOM,W
24700005,1947-11-13,PHW,PRO,W
24700002,1947-11-13,BAL,BOS,W
24700004,1947-11-13,NYK,WAS,W
24700006,1947-11-14,BOS,PHW,L
24700008,1947-11-15,BOS,WAS,W
24700010,1947-11-15,CHS,BAL,L
24700009,1947-11-15,NYK,BOM,W
24700007,1947-11-15,PRO,PHW,L
24700011,1947-11-18,PRO,NYK,L
24700012,1947-11-18,BOS,BOM,L
24700014,1947-11-19,NYK,CHS,L
24700013,1947-11-19,WAS,PHW,W
24700016,1947-11-20,BOM,PRO,W
24700018,1947-11-20,BAL,NYK,W
24700015,1947-11-20,CHS,WAS,W
24700017,1947-11-20,PHW,BOS,L
24700019,1947-11-21,BOS,BAL,L
24700023,1947-11-22,BOM,WAS,W
24700020,1947-11-22,NYK,PHW,L
24700021,1947-11-22,BAL,CHS,W
24700022,1947-11-22,BOS,PRO,W
24700024,1947-11-25,BOS,NYK,L
24700025,1947-11-26,WAS,BOM,W
24700026,1947-11-26,NYK,BOS,L
24700028,1947-11-27,PHW,NYK,L
24700027,1947-11-27,PRO,BAL,L
24700030,1947-11-28,CHS,PHW,W
24700029,1947-11-28,BOS,WAS,W
24700032,1947-11-29,BOM,BAL,L
24700031,1947-11-29,WAS,PRO,L
24700033,1947-12-01,NYK,WAS,L
24700035,1947-12-02,PRO,BOM,L
24700034,1947-12-02,BOS,BAL,L
24700036,1947-12-03,CHS,WAS,W
24700037,1947-12-03,PHW,BAL,L
24700038,1947-12-04,BAL,BOM,L
24700039,1947-12-05,BOS,PRO,W
24700041,1947-12-06,CHS,BAL,W
24700040,1947-12-06,PRO,NYK,L
24700042,1947-12-08,NYK,BOM,W
24700043,1947-12-09,PHW,PRO,W
24700044,1947-12-10,BOS,NYK,L
24700046,1947-12-11,PHW,BOM,L
24700045,1947-12-11,BAL,WAS,L
24700048,1947-12-12,BOS,PHW,W
24700047,1947-12-12,CHS,BOM,L
24700049,1947-12-13,WAS,PRO,W
24700050,1947-12-13,BAL,NYK,L
24700051,1947-12-15,NYK,PHW,L
24700053,1947-12-17,WAS,BAL,W
24700052,1947-12-17,BOS,PRO,W
24700055,1947-12-18,BAL,BOM,W
24700054,1947-12-18,PHW,NYK,L
24700056,1947-12-18,CHS,WAS,L
24700057,1947-12-19,BOS,BOM,W
24700059,1947-12-20,NYK,BOS,W
24700058,1947-12-20,PRO,PHW,L
24700060,1947-12-20,WAS,BOM,L
24700061,1947-12-21,CHS,BAL,W
24700062,1947-12-23,BOS,CHS,L
24700063,1947-12-23,PRO,NYK,W
24700064,1947-12-25,NYK,PRO,W
24700065,1947-12-25,BAL,CHS,W
24700066,1947-12-25,BOM,WAS,L
24700067,1947-12-26,PHW,PRO,W
24700069,1947-12-27,NYK,CHS,L
24700070,1947-12-27,BOS,PRO,W
24700068,1947-12-27,WAS,PHW,W
24700071,1947-12-28,BOM,BAL,W
24700073,1947-12-30,BOS,PHW,W
24700072,1947-12-30,PRO,CHS,L
24700075,1948-01-01,BOM,BOS,W
24700074,1948-01-01,BAL,PHW,L
24700076,1948-01-02,PHW,WAS,W
24700078,1948-01-03,NYK,BAL,L
24700079,1948-01-03,WAS,BOS,W
24700077,1948-01-03,PRO,CHS,L
24700080,1948-01-04,BOM,PHW,W
24700081,1948-01-06,BAL,PRO,W
24700082,1948-01-07,NYK,CHS,L
24700084,1948-01-08,BOM,WAS,W
24700083,1948-01-08,BAL,CHS,W
24700085,1948-01-09,PHW,CHS,L
24700087,1948-01-10,PRO,BOS,W
24700086,1948-01-10,WAS,PHW,W
24700088,1948-01-11,CHS,NYK,W
24700090,1948-01-11,BOM,BAL,W
24700089,1948-01-11,BOS,WAS,W
24700091,1948-01-14,WAS,CHS,W
24700093,1948-01-15,BOM,NYK,L
24700092,1948-01-15,PRO,BAL,L
24700095,1948-01-16,BOS,CHS,W
24700094,1948-01-16,PHW,BAL,W
24700097,1948-01-17,WAS,NYK,W
24700096,1948-01-17,BAL,PHW,L
24700098,1948-01-18,BOM,PRO,W
24700099,1948-01-18,CHS,BOS,W
24700100,1948-01-19,NYK,PHW,L
24700101,1948-01-20,PHW,BOM,W
24700102,1948-01-21,WAS,BOM,W
24700105,1948-01-22,CHS,PRO,L
24700103,1948-01-22,BAL,BOM,L
24700104,1948-01-22,PHW,BOS,L
24700106,1948-01-23,BOS,NYK,L
24700107,1948-01-24,WAS,PRO,W
24700108,1948-01-24,NYK,BAL,L
24700109,1948-01-25,BOM,BOS,W
24700110,1948-01-27,CHS,BAL,W
24700111,1948-01-27,BOS,PHW,L
24700112,1948-01-27,PRO,BOM,L
24700113,1948-01-28,NYK,PRO,W
24700115,1948-01-29,PHW,NYK,L
24700114,1948-01-29,BOM,CHS,W
24700116,1948-01-30,BAL,WAS,W
24700117,1948-01-30,BOS,PRO,L
24700121,1948-01-31,WAS,CHS,W
24700120,1948-01-31,BOM,PHW,L
24700118,1948-01-31,NYK,BOS,W
24700119,1948-01-31,PRO,BAL,L
24700122,1948-02-01,CHS,PHW,L
24700123,1948-02-03,PRO,NYK,L
24700125,1948-02-04,NYK,PRO,W
24700124,1948-02-04,WAS,BAL,W
24700127,1948-02-05,BOM,CHS,L
24700126,1948-02-05,BAL,PRO,W
24700128,1948-02-05,PHW,WAS,L
24700129,1948-02-06,BOS,NYK,L
24700130,1948-02-07,PRO,WAS,L
24700131,1948-02-07,BOM,PHW,W
24700133,1948-02-08,NYK,BOS,W
24700132,1948-02-08,CHS,PHW,W
24700134,1948-02-10,WAS,PRO,W
24700135,1948-02-11,CHS,BOM,L
24700136,1948-02-11,NYK,PRO,W
24700138,1948-02-12,BOM,CHS,L
24700137,1948-02-12,BAL,NYK,W
24700139,1948-02-12,PHW,BOS,W
24700140,1948-02-13,BOS,PRO,W
24700142,1948-02-14,NYK,PHW,W
24700141,1948-02-14,WAS,BOS,W
24700144,1948-02-15,BOM,BAL,W
24700143,1948-02-15,CHS,PRO,L
24700145,1948-02-18,WAS,NYK,L
24700147,1948-02-19,PHW,WAS,W
24700149,1948-02-19,BOM,PRO,W
24700148,1948-02-19,CHS,NYK,W
24700146,1948-02-19,BOS,BAL,L
24700151,1948-02-21,WAS,BAL,W
24700150,1948-02-21,PRO,CHS,L
24700152,1948-02-22,BOS,CHS,L
24700153,1948-02-22,BOM,NYK,W
24700154,1948-02-24,PHW,BAL,W
24700155,1948-02-25,WAS,CHS,L
24700158,1948-02-26,BAL,WAS,W
24700156,1948-02-26,BOM,BOS,W
24700157,1948-02-26,PHW,CHS,W
24700159,1948-02-27,CHS,BOS,L
24700162,1948-02-28,NYK,BAL,L
24700161,1948-02-28,BOM,WAS,W
24700160,1948-02-28,PRO,PHW,L
24700163,1948-02-29,CHS,WAS,W
24700164,1948-02-29,BOS,BAL,W
24700165,1948-03-02,PHW,NYK,W
24700166,1948-03-04,BAL,BOM,W
24700167,1948-03-04,PHW,BOS,W
24700168,1948-03-05,BOS,BOM,W
24700170,1948-03-06,NYK,WAS,W
24700169,1948-03-06,BAL,BOS,W
24700171,1948-03-07,CHS,PRO,W
24700172,1948-03-09,PHW,CHS,L
24700173,1948-03-09,PRO,BOM,L
24700175,1948-03-10,WAS,CHS,L
24700174,1948-03-10,NYK,BOM,L
24700176,1948-03-11,BAL,CHS,W
24700177,1948-03-11,PHW,BOM,W
24700180,1948-03-13,BAL,PHW,W
24700179,1948-03-13,PRO,BOS,L
24700178,1948-03-13,WAS,BOM,W
24700181,1948-03-13,CHS,NYK,W
24700183,1948-03-16,BOS,WAS,L
24700182,1948-03-16,PRO,PHW,L
24700184,1948-03-17,WAS,PRO,W
24700185,1948-03-18,BOM,NYK,L
24700186,1948-03-18,CHS,BOS,L
24700187,1948-03-18,BAL,WAS,L
24700188,1948-03-18,PHW,PRO,W
24700189,1948-03-20,WAS,NYK,W
24700190,1948-03-20,BOM,CHS,W
24700191,1948-03-20,BAL,PRO,W
24700192,1948-03-21,CHS,BOM,L
24700193,1948-03-23,CHS,WAS,W
24700194,1948-03-25,CHS,BAL,W
44700211,1948-03-23,BOM,PHW,W
44700212,1948-03-25,BOM,PHW,L
44700213,1948-03-27,PHW,BOM,W
44701011,1948-03-27,BAL,NYK,W
44701012,1948-03-28,NYK,BAL,W
44701021,1948-03-28,BOS,CHS,L
44700214,1948-03-30,PHW,BOM,L
44701022,1948-03-31,BOS,CHS,W
44700215,1948-04-01,BOM,PHW,W
44701013,1948-04-01,BAL,NYK,W
44701023,1948-04-02,BOS,CHS,L
44700216,1948-04-03,PHW,BOM,W
44700217,1948-04-06,BOM,PHW,L
44700221,1948-04-07,CHS,BAL,L
44700222,1948-04-08,BAL,CHS,W
44700411,1948-04-10,PHW,BAL,W
44700412,1948-04-13,PHW,BAL,L
44700413,1948-04-15,BAL,PHW,W
44700414,1948-04-17,BAL,PHW,W
44700415,1948-04-20,PHW,BAL,W
44700416,1948-04-21,BAL,PHW,W
24800001,1948-11-01,JET,BOM,W
24800003,1948-11-03,WAS,PHW,W
24800002,1948-11-03,FTW,NYK,L
24800006,1948-11-04,BAL,MNL,L
24800004,1948-11-04,PRO,WAS,L
24800005,1948-11-04,PHW,BOS,W
24800007,1948-11-05,JET,NYK,L
24800011,1948-11-06,ROC,JET,W
24800012,1948-11-06,PRO,PHW,L
24800008,1948-11-06,CHS,BAL,W
24800013,1948-11-06,BOM,FTW,W
24800009,1948-11-06,WAS,MNL,W
24800014,1948-11-07,FTW,BAL,L
24800015,1948-11-07,BOS,PHW,W
24800016,1948-11-09,PHW,PRO,W
24800018,1948-11-09,BOM,NYK,W
24800017,1948-11-09,JET,BAL,L
24800020,1948-11-09,BOS,MNL,W
24800021,1948-11-10,WAS,ROC,W
24800023,1948-11-11,PHW,ROC,L
24800022,1948-11-11,PRO,FTW,W
24800019,1948-11-11,NYK,MNL,L
24800024,1948-11-11,BAL,WAS,L
24800026,1948-11-12,BOS,FTW,W
24800030,1948-11-13,WAS,FTW,W
24800027,1948-11-13,NYK,BAL,W
24800028,1948-11-13,BOM,PHW,W
24800032,1948-11-13,ROC,BOS,W
24800031,1948-11-13,PRO,MNL,L
24800029,1948-11-13,CHS,JET,W
24800034,1948-11-14,FTW,JET,W
24800033,1948-11-14,ROC,MNL,W
24800036,1948-11-16,BOM,BOS,W
24800037,1948-11-16,ROC,NYK,W
24800035,1948-11-16,JET,PHW,L
24800038,1948-11-17,MNL,BOS,L
24800040,1948-11-17,NYK,WAS,L
24800039,1948-11-17,FTW,PHW,W
24800041,1948-11-18,PRO,ROC,L
24800042,1948-11-18,PHW,JET,W
24800043,1948-11-18,BAL,NYK,L
24800046,1948-11-19,BOS,JET,W
24800044,1948-11-19,CHS,MNL,L
24800045,1948-11-19,BOM,BAL,W
24800048,1948-11-20,WAS,BOS,W
24800047,1948-11-20,PRO,JET,L
24800049,1948-11-20,BOM,BAL,L
24800010,1948-11-20,NYK,PHW,W
24800050,1948-11-21,MNL,BAL,W
24800051,1948-11-21,ROC,WAS,L
24800052,1948-11-21,FTW,CHS,L
24800053,1948-11-23,ROC,BAL,W
24800054,1948-11-23,JET,MNL,L
24800055,1948-11-23,PHW,FTW,L
24800056,1948-11-23,BOS,WAS,L
24800057,1948-11-24,MNL,PRO,W
24800061,1948-11-25,BAL,FTW,W
24800060,1948-11-25,JET,BOS,W
24800058,1948-11-25,BOM,PRO,W
24800059,1948-11-25,PHW,WAS,L
24800063,1948-11-27,WAS,JET,W
24800062,1948-11-27,ROC,CHS,W
24800064,1948-11-27,BOM,MNL,L
24800065,1948-11-27,PRO,BAL,L
24800066,1948-11-27,NYK,FTW,W
24800067,1948-11-28,FTW,BOS,W
24800068,1948-11-28,MNL,PHW,W
24800069,1948-11-30,MNL,BOS,W
24800070,1948-11-30,CHS,PHW,W
24800071,1948-11-30,JET,FTW,L
24800072,1948-11-30,PRO,NYK,L
24800074,1948-12-01,NYK,ROC,L
24800076,1948-12-01,BOM,CHS,W
24800073,1948-12-01,FTW,MNL,W
24800075,1948-12-01,WAS,PRO,W
24800079,1948-12-02,PRO,WAS,L
24800078,1948-12-02,BAL,JET,W
24800077,1948-12-02,PHW,BOS,L
24800084,1948-12-04,PRO,BOS,L
24800082,1948-12-04,WAS,BAL,W
24800081,1948-12-04,CHS,MNL,W
24800080,1948-12-04,ROC,PHW,W
24800083,1948-12-04,NYK,JET,W
24800085,1948-12-04,BOM,FTW,W
24800086,1948-12-05,FTW,CHS,L
24800087,1948-12-05,MNL,BOM,W
24800088,1948-12-06,BOS,ROC,L
24800090,1948-12-07,JET,WAS,W
24800089,1948-12-07,ROC,PRO,L
24800092,1948-12-08,PHW,BAL,L
24800091,1948-12-08,MNL,WAS,L
24800094,1948-12-08,FTW,BOM,W
24800093,1948-12-08,NYK,PRO,W
24800095,1948-12-09,BAL,PHW,W
24800096,1948-12-09,PRO,NYK,L
24800099,1948-12-10,CHS,FTW,W
24800098,1948-12-10,ROC,MNL,L
24800097,1948-12-10,BOM,WAS,W
24800100,1948-12-11,NYK,BAL,W
24800101,1948-12-11,WAS,BOM,W
